policyRef,personalityId,family,expression,reviewed,reviewRationale,overrides
PERSONALITY_PROFILE_DIMENSIONS_V1,ATTACHMENT_LIFELONG_BOND_EXPRESSION,ATTACHMENT,LIFELONG_BOND,true,"LIFELONG_BOND was reviewed against all twelve ATTACHMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_ASSIMILATION_WOUND,AUTHENTICITY,ASSIMILATION,true,"ASSIMILATION was reviewed against all twelve AUTHENTICITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_CONTEXTUAL_FORM_EXPRESSION,AUTHENTICITY,CONTEXTUAL_FORM,true,"CONTEXTUAL_FORM was reviewed against all twelve AUTHENTICITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_INDIVIDUAL_SIGNATURE_EXPRESSION,AUTHENTICITY,INDIVIDUAL_SIGNATURE,true,"INDIVIDUAL_SIGNATURE was reviewed against all twelve AUTHENTICITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_MADE_PURPOSE_CONFLICT,AUTHENTICITY,MADE_PURPOSE,true,"MADE_PURPOSE was reviewed against all twelve AUTHENTICITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_MASK_FUSION_CONFLICT,AUTHENTICITY,MASK_FUSION,true,MASK_FUSION was reviewed against all twelve AUTHENTICITY base dimensions. the expression specifically suppresses or conceals signaling. Only material differences are overridden.,"{""loquacity"":{""value"":""TO_THE_POINT"",""rationale"":""MASK_FUSION differs from AUTHENTICITY's base because the expression specifically suppresses or conceals signaling; TO_THE_POINT makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_PURITY_TEST_WOUND,AUTHENTICITY,PURITY_TEST,true,"PURITY_TEST was reviewed against all twelve AUTHENTICITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHENTICITY_SHAPE_WITHOUT_SELF_CONFLICT,AUTHENTICITY,SHAPE_WITHOUT_SELF,true,"SHAPE_WITHOUT_SELF was reviewed against all twelve AUTHENTICITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHORITY_ABUSIVE_RULE_WOUND,AUTHORITY,ABUSIVE_RULE,true,"ABUSIVE_RULE was reviewed against all twelve AUTHORITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHORITY_ORDAINED_RANK_CONFLICT,AUTHORITY,ORDAINED_RANK,true,"ORDAINED_RANK was reviewed against all twelve AUTHORITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHORITY_REPRODUCTIVE_LEADER_EXPRESSION,AUTHORITY,REPRODUCTIVE_LEADER,true,"REPRODUCTIVE_LEADER was reviewed against all twelve AUTHORITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTHORITY_STEWARD_OR_OWNER_CONFLICT,AUTHORITY,STEWARD_OR_OWNER,true,"STEWARD_OR_OWNER was reviewed against all twelve AUTHORITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTONOMY_DEPENDENCY_TOLERANT_EXPRESSION,AUTONOMY,DEPENDENCY_TOLERANT,true,"DEPENDENCY_TOLERANT was reviewed against all twelve AUTONOMY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTONOMY_ENSLAVEMENT_WOUND,AUTONOMY,ENSLAVEMENT,true,"ENSLAVEMENT was reviewed against all twelve AUTONOMY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTONOMY_FREEDOM_THROUGH_ISOLATION_CONFLICT,AUTONOMY,FREEDOM_THROUGH_ISOLATION,true,FREEDOM_THROUGH_ISOLATION was reviewed against all twelve AUTONOMY base dimensions. the expression foregrounds separation or singular agency. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTONOMY_PAIRING_CHOICE_EXPRESSION,AUTONOMY,PAIRING_CHOICE,true,"PAIRING_CHOICE was reviewed against all twelve AUTONOMY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTONOMY_PATERNAL_RULE_WOUND,AUTONOMY,PATERNAL_RULE,true,"PATERNAL_RULE was reviewed against all twelve AUTONOMY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,AUTONOMY_POSSESSION_WITHIN_CONFLICT,AUTONOMY,POSSESSION_WITHIN,true,POSSESSION_WITHIN was reviewed against all twelve AUTONOMY base dimensions. the expression foregrounds separation or singular agency. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_COLONY_EXPRESSION,BELONGING,COLONY,true,COLONY was reviewed against all twelve BELONGING base dimensions. the expression materially depends on coordinated participation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_DISPLACEMENT_WOUND,BELONGING,DISPLACEMENT,true,"DISPLACEMENT was reviewed against all twelve BELONGING base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_HERDING_EXPRESSION,BELONGING,HERDING,true,HERDING was reviewed against all twelve BELONGING base dimensions. the expression materially depends on coordinated participation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_KINDLESS_CONFLICT,BELONGING,KINDLESS,true,KINDLESS was reviewed against all twelve BELONGING base dimensions. the expression foregrounds separation or singular agency. Only material differences are overridden.,"{""operatingStyle"":{""value"":""SOLO"",""rationale"":""KINDLESS differs from BELONGING's base because the expression foregrounds separation or singular agency; SOLO makes that difference operational without changing unrelated fields.""},""collaborativePosture"":{""value"":""WITHHOLDING"",""rationale"":""KINDLESS differs from BELONGING's base because the expression foregrounds separation or singular agency; WITHHOLDING makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_MORTAL_LONGING_CONFLICT,BELONGING,MORTAL_LONGING,true,"MORTAL_LONGING was reviewed against all twelve BELONGING base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_THRESHOLD_KEEPER_CONFLICT,BELONGING,THRESHOLD_KEEPER,true,"THRESHOLD_KEEPER was reviewed against all twelve BELONGING base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BELONGING_TWO_WORLD_CONFLICT,BELONGING,TWO_WORLD,true,"TWO_WORLD was reviewed against all twelve BELONGING base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BOUNDARIES_DOMAIN_BOUND_CONFLICT,BOUNDARIES,DOMAIN_BOUND,true,"DOMAIN_BOUND was reviewed against all twelve BOUNDARIES base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BOUNDARIES_LAND_BOUNDARY_WOUND,BOUNDARIES,LAND_BOUNDARY,true,"LAND_BOUNDARY was reviewed against all twelve BOUNDARIES base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,BOUNDARIES,TERRITORIAL_MARKING,true,"TERRITORIAL_MARKING was reviewed against all twelve BOUNDARIES base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CARE_ABANDONMENT_WOUND,CARE,ABANDONMENT,true,ABANDONMENT was reviewed against all twelve CARE base dimensions. the expression foregrounds expected deprivation or unresolved harm. Only material differences are overridden.,"{""outlookOrientation"":{""value"":""PESSIMISTIC"",""rationale"":""ABANDONMENT differs from CARE's base because the expression foregrounds expected deprivation or unresolved harm; PESSIMISTIC makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,CARE_CARRYING_EXPRESSION,CARE,CARRYING,true,CARRYING was reviewed against all twelve CARE base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CARE_CREATED_SERVANT_CONFLICT,CARE,CREATED_SERVANT,true,"CREATED_SERVANT was reviewed against all twelve CARE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CARE_PROVISIONING_EXPRESSION,CARE,PROVISIONING,true,PROVISIONING was reviewed against all twelve CARE base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CARE_SELECTIVE_NEGLECT_EXPRESSION,CARE,SELECTIVE_NEGLECT,true,"SELECTIVE_NEGLECT was reviewed against all twelve CARE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CARE_UNIVERSAL_GUARDIAN_CONFLICT,CARE,UNIVERSAL_GUARDIAN,true,UNIVERSAL_GUARDIAN was reviewed against all twelve CARE base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CHANGE_DEVELOPMENTAL_PLASTICITY_EXPRESSION,CHANGE,DEVELOPMENTAL_PLASTICITY,true,"DEVELOPMENTAL_PLASTICITY was reviewed against all twelve CHANGE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CHANGE_FORM_SURRENDER_CONFLICT,CHANGE,FORM_SURRENDER,true,FORM_SURRENDER was reviewed against all twelve CHANGE base dimensions. the expression materially rejects stable structure. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CHANGE_MIGRATION_CHANGE_WOUND,CHANGE,MIGRATION_CHANGE,true,"MIGRATION_CHANGE was reviewed against all twelve CHANGE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CHANGE_MOLTING_EXPRESSION,CHANGE,MOLTING,true,"MOLTING was reviewed against all twelve CHANGE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CHANGE_WORLD_ADAPTATION_CONFLICT,CHANGE,WORLD_ADAPTATION,true,"WORLD_ADAPTATION was reviewed against all twelve CHANGE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CLOSURE_OPEN_DOOR_CONFLICT,CLOSURE,OPEN_DOOR,true,"OPEN_DOOR was reviewed against all twelve CLOSURE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CLOSURE_RAPID_CLASSIFICATION_EXPRESSION,CLOSURE,RAPID_CLASSIFICATION,true,RAPID_CLASSIFICATION was reviewed against all twelve CLOSURE base dimensions. the expression materially depends on stable repeated structure. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CLOSURE_UNRESOLVED_DISAPPEARANCE_WOUND,CLOSURE,UNRESOLVED_DISAPPEARANCE,true,"UNRESOLVED_DISAPPEARANCE was reviewed against all twelve CLOSURE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COLLECTIVE_MEMORY_LIVING_MEMORIAL_CONFLICT,COLLECTIVE_MEMORY,LIVING_MEMORIAL,true,"LIVING_MEMORIAL was reviewed against all twelve COLLECTIVE_MEMORY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COLLECTIVE_MEMORY_TECHNIQUE_TRADITION,COLLECTIVE_MEMORY,TECHNIQUE_TRADITION,true,TECHNIQUE_TRADITION was reviewed against all twelve COLLECTIVE_MEMORY base dimensions. the expression materially depends on stable repeated structure. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPASSION_INJURY_AID_EXPRESSION,COMPASSION,INJURY_AID,true,INJURY_AID was reviewed against all twelve COMPASSION base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPASSION_NECESSARY_HARM_CONFLICT,COMPASSION,NECESSARY_HARM,true,"NECESSARY_HARM was reviewed against all twelve COMPASSION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPASSION_RESCUE_CONTROL_WOUND,COMPASSION,RESCUE_CONTROL,true,RESCUE_CONTROL was reviewed against all twelve COMPASSION base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPETITION_COSMIC_TOURNAMENT_CONFLICT,COMPETITION,COSMIC_TOURNAMENT,true,"COSMIC_TOURNAMENT was reviewed against all twelve COMPETITION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPETITION_MANUFACTURED_RIVALRY_WOUND,COMPETITION,MANUFACTURED_RIVALRY,true,"MANUFACTURED_RIVALRY was reviewed against all twelve COMPETITION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPETITION_MATE_COMPETITION,COMPETITION,MATE_COMPETITION,true,"MATE_COMPETITION was reviewed against all twelve COMPETITION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COMPETITION_UNFAIR_GIFT_CONFLICT,COMPETITION,UNFAIR_GIFT,true,"UNFAIR_GIFT was reviewed against all twelve COMPETITION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONFORMITY_ASSIMILATION_WOUND,CONFORMITY,ASSIMILATION,true,"ASSIMILATION was reviewed against all twelve CONFORMITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONFORMITY_EMERGENCE_SYNCHRONY_EXPRESSION,CONFORMITY,EMERGENCE_SYNCHRONY,true,"EMERGENCE_SYNCHRONY was reviewed against all twelve CONFORMITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONFORMITY_MOVEMENT_SYNCHRONY_EXPRESSION,CONFORMITY,MOVEMENT_SYNCHRONY,true,"MOVEMENT_SYNCHRONY was reviewed against all twelve CONFORMITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONFORMITY_OBEDIENCE_NATURE_CONFLICT,CONFORMITY,OBEDIENCE_NATURE,true,"OBEDIENCE_NATURE was reviewed against all twelve CONFORMITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_ADAPTIVE_SURRENDER_EXPRESSION,CONTROL,ADAPTIVE_SURRENDER,true,"ADAPTIVE_SURRENDER was reviewed against all twelve CONTROL base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_BINDING_RITUAL_CONFLICT,CONTROL,BINDING_RITUAL,true,BINDING_RITUAL was reviewed against all twelve CONTROL base dimensions. the expression materially depends on stable repeated structure. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,CONTROL,ENVIRONMENT_ENGINEERING,true,"ENVIRONMENT_ENGINEERING was reviewed against all twelve CONTROL base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_POWERLESSNESS_WOUND,CONTROL,POWERLESSNESS,true,POWERLESSNESS was reviewed against all twelve CONTROL base dimensions. the expression foregrounds expected deprivation or unresolved harm. Only material differences are overridden.,"{""outlookOrientation"":{""value"":""PESSIMISTIC"",""rationale"":""POWERLESSNESS differs from CONTROL's base because the expression foregrounds expected deprivation or unresolved harm; PESSIMISTIC makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_RESOURCE_CONTROL_EXPRESSION,CONTROL,RESOURCE_CONTROL,true,"RESOURCE_CONTROL was reviewed against all twelve CONTROL base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
